47c5fdf8-97ff-44e8-831e-0aeda5e4564c,926.1914703539916,1083.7467408639586,2293.800822818162,-3620.6516659239696,845.4943130748791
60740f70-e327-47b0-a68c-eda68,5257.245958308792,-2186.3432166512184,1412.2621632262558,2578.2343448373454,222.55021983409105
afda1f06-2dd0-4019-a0ff-c5bd,3274.863559442775,-2506.8169789529793,-1429.777944766678,2911.2841593075823,6070.555364357749
564d9e2b-dada-4f04-98db-26ec3d03,9274.007653380257,1029.9810179101264,-904.6262335847995,-1434.0567780936985,-2449.6970938331715
ee83ce1c-8569-4e27-aaed-026f,-30.019044320923335,-2375.075699012797,601.6068865500587,-577.4985872464812,-1406.2442715357365
074e582d-459b-4660-a01c-19eeb50d,2351.8051935954704,2048.4321348640024,2099.6648252960767,-6105.504192974975,-4393.535200525904
ef594d3f-c3c5-403d-861f-4e99af6,9262.484352665102,1728.9432010163082,5853.15064706932,1537.0148765847814,4631.398304560801
002df470-c1a8-49f7-95a3-15919,-3350.3486678431564,-4653.02849723251,653.9697391587955,-308.26261654994056,-1908.139805556915
9867a661-ce15-457e-a20f-e44,-5834.684074936429,1538.6801227476246,2648.420866665659,483.3662055713371,677.2821297862824
24d9a33d-8eb9-48a9-843f-236b,1314.0704603816798,1287.027723349927,-5824.570037133329,-2984.8143943881164,2707.617239012823
8c8f2d5a-3151-4532-936d-972b40d5b053,6627.551098591878,6374.266457014512,1723.1695053570504,344.6540568825311,3313.6172358863837
74358143-7ece-4324-b0ab-b3a739528,-2435.667364707973,8053.383846231376,-2169.0494714596057,-1344.0510569360595,-236.9838806747188
0da32208-eafa-451d-ac86-413e,221.00216693716516,3929.3903981808553,-340.5631546293811,8310.250664445513,2913.134609081576
e00b3013-55f7-4530-b717-cf3e30d74f,-158.28892094975453,-3612.228751247822,226.56958180179925,4869.735427540332,1714.3293483630293
f56192a6-0fbf-4926-abe5-6c35de5b,2957.23225087278,412.94796663085754,58.50406172404202,-1768.292327053057,389.59525497997396
4ae693b4-e2c2-4740-bb71-9a445ed,9104.855313205608,863.0718296517553,-2164.555544749273,177.1221220956861,3017.2641104001
6295648e-8f7c-4ed6-9db1-a557b59258,-1543.2255931426996,-374.464116809371,-1787.7155879114985,3217.5968932046244,1205.3468769209328
92c65bef-8fbf-46cc-a6fe-29bcf701,1500.1187804861222,8946.269446957856,-1897.0888028679162,-1095.3234376823286,4304.562666744126
cf8bca7e-1b7d-4aff-ba44-7b0,-383.06392615205664,-5674.496551716224,-370.0895158970549,-2841.9874321898283,-180.42541852646505
c7583ee8-85e2-44a0-9e7f-a4ba0,588.8558637676291,3087.874869389065,-343.7918394360611,-1510.0399293516873,7004.598109259113
0c137842-4978-47d3-9c59-a9f8291b,-39.885436841204324,7.141392455604354,2486.821643674003,-4865.804808374769,511.19100854205357
235a9c7e-f063-4220-a8ca-be7a704b,-1.9733670382708386,-24.68887938319944,-6471.357524678289,1625.2821063028214,-168.11850140716814
cd3f9ffa-4578-4a0f-9185-0445d471315,-853.1846297771531,19.613446578017808,2376.7079607163078,495.51420367042243,-1308.8762535176745
a8f42e50-1c66-4d3e-9706-9f1c5ce280,458.4063911978174,-983.3519014787578,-6236.988822645414,906.1697082193604,-366.9000522851318
6b2b235a-788c-45b4-a273-c9f6f,1264.2314989474905,4115.508494766779,-2632.2124417608024,-8901.325582148324,-218.42464652761313
b721c2a6-33ed-40a1-8838-d447,35.14896697840313,-3093.4294853613924,3742.113758724057,2963.532973379933,712.7167752217763
7fdef4f4-b766-4dab-b7ce-2da3cf,-2008.9502895044263,1483.2112876651252,2019.3164280365866,-1235.4633406878447,892.8397592014757
ad0df073-d3f4-407a-9487-631d174b,526.6010243966642,-1886.7636241657447,2463.993939434094,4898.860683396564,-2038.9158039375416
debae4c9-cbdd-4201-b604-6b5f2059,8092.84303840589,235.51923040031605,5943.97032315881,2326.023352565165,-1794.104510187644
dd175bdf-fab7-4250-8f4d-eb9e7e,-676.2412075500723,-380.6859776875285,-2095.9519652995136,443.36933069836283,414.7713807785829
09a49a5a-efc1-48dc-8e9a-cf543ee,-1006.7938976852163,881.2351109817612,1605.172462697817,-17.793986367342534,-764.8226552339175
4e4ebb08-02e4-4f91-a44d-c6dd67d7661,934.9682779219945,-3259.58799366818,7278.148027357062,7588.688448358355,-3197.397785954201
83db8f8c-94cb-4509-9554-7cf9039a57e0,3430.141658996359,6217.773933279028,491.5142741493136,1639.8410555699231,676.5137206623718
1def36c8-ab62-470a-ba32-429fc98ac03,-6077.838569685049,3248.1324856644646,-6161.161525082936,3556.165691131046,-160.02495319550655
9c10494f-309c-4506-acd9-62bc4710,970.0439520925065,861.6056072220433,-2339.540595256882,8232.431712615771,1128.7491331513813
0136f25a-50ad-4d78-9a32-fcd8,-2483.3014699251776,38.59580306503217,-325.3870685852157,59.15360010552566,590.1827219068128
5e67a915-6acf-48e5-ad6b-f25af44cc4e,4288.970894594246,7448.937092018395,-8092.276231145574,-449.34892648624395,2805.682106060173
5962ca54-72c1-48b8-8ffd-ed22,7097.0017672368585,722.4490627267692,2533.4978880112008,-2838.348811114714,343.6408804462211
7fa6db07-0c5b-4ca7-9bba-146cde2,-97.1206082766551,-105.88488645053494,-2878.6841965799335,-708.556558333736,5238.5118551607
a082c6a2-e4e9-4da3-a4d8-cfeef8719e67,-1441.2403851192962,-3603.840425785909,3744.100226833703,-729.7728390709227,2791.4920521457666
1039728a-fda8-4c08-9d47-b2769d441ed7,-816.589097046753,4033.7982547566558,4987.87658821846,-672.0623475230724,-1242.2559505594731
80746032-6142-4560-ad8e-172,67.76234266634877,-691.1350047552287,3953.377516628553,-446.36703912987724,-1131.238345840527
ac40870a-b17d-469c-9e4a-62e0d9a0fffa,-18.111091554459946,1229.356726955113,733.781065823255,3877.7767382431957,-284.8656040615646
0447284c-2a78-4fb6-acf6-0c8298696,6075.791999411957,4665.009057291153,-760.4729857036109,-1020.4418056415536,-2422.483638987682
0ed64220-358e-4c4c-8fdb-adb4fd7a0,-1988.7665753153035,-3391.04504230297,2551.0279892768635,2473.2889017589036,-4528.136026471835
8d999bc5-f79f-4bfa-82c0-bc32a5dba6,1133.786113940831,645.0613277630905,5363.746254154362,134.07912092705078,110.39880299403052
64d87293-da65-4d10-a61b-45b1632,8636.654372104667,860.2626699605622,-7352.367068920455,-6707.0745185424485,5481.20043076021
96a7ecd7-f78f-49cd-8d7e-ac2b6c4de341,-1413.3653543722423,-2162.8693533726682,135.07971982566454,-3057.646981987242,-85.34025587605586
